Reason for absence,Month of absence,Day of the week,Seasons,Transportation expense,Distance from Residence to Work,Service time,Age,Work load Average/day ,Hit target,Disciplinary failure,Son,Social drinker,Social smoker,Pet,Body mass index,Absenteeism time in hours
14.0,6.0,3.0,1.0,284.0,17.0,13.0,46.0,276.08856043550395,92.0,1.0,0.0,1.0,0.0,0.0,29.0,17.0
27.0,5.0,4.0,4.0,165.0,30.0,10.0,25.0,247.4037480553856,90.0,1.0,1.0,1.0,0.0,0.0,23.0,42.0
3.0,9.0,6.0,4.0,338.0,46.0,8.0,25.0,268.08371064829225,81.0,0.0,3.0,0.0,0.0,0.0,23.0,2.0
2.0,5.0,3.0,3.0,321.0,52.0,17.0,34.0,292.910717476978,91.0,0.0,3.0,1.0,0.0,2.0,31.0,4.0
23.0,10.0,2.0,2.0,214.0,41.0,8.0,48.0,229.2820770101641,99.0,0.0,2.0,0.0,0.0,0.0,29.0,1.0
8.0,11.0,3.0,4.0,292.0,37.0,7.0,36.0,277.30325439377384,90.0,0.0,2.0,1.0,0.0,0.0,30.0,5.0
8.0,8.0,6.0,4.0,293.0,9.0,17.0,26.0,276.674632304592,81.0,0.0,1.0,1.0,0.0,0.0,31.0,0.0
16.0,7.0,3.0,2.0,265.0,37.0,5.0,34.0,322.30438428099285,97.0,0.0,4.0,1.0,0.0,1.0,31.0,11.0
20.0,3.0,4.0,3.0,195.0,6.0,14.0,40.0,279.6090417881512,97.0,0.0,3.0,0.0,0.0,1.0,25.0,6.0
11.0,4.0,2.0,4.0,139.0,45.0,10.0,38.0,334.2756881367916,81.0,0.0,3.0,1.0,0.0,1.0,24.0,4.0
7.0,3.0,6.0,3.0,176.0,9.0,12.0,37.0,272.4401887998741,90.0,0.0,4.0,1.0,0.0,1.0,33.0,7.0
13.0,3.0,4.0,1.0,224.0,27.0,8.0,34.0,291.94119651306227,89.0,0.0,3.0,1.0,0.0,0.0,20.0,9.0
17.0,1.0,5.0,1.0,302.0,29.0,9.0,35.0,260.2444087805862,98.0,0.0,2.0,1.0,0.0,0.0,26.0,2.0
11.0,1.0,6.0,4.0,272.0,39.0,8.0,32.0,262.0224172612168,95.0,0.0,2.0,1.0,0.0,2.0,25.0,1.0
26.0,11.0,4.0,2.0,303.0,8.0,8.0,22.0,253.9074131597052,90.0,0.0,4.0,0.0,0.0,1.0,26.0,7.0
13.0,1.0,5.0,1.0,231.0,10.0,12.0,31.0,302.1737729334833,81.0,0.0,1.0,0.0,0.0,0.0,29.0,1.0
19.0,10.0,5.0,4.0,218.0,48.0,10.0,36.0,284.5396696424142,81.0,0.0,0.0,1.0,0.0,1.0,29.0,13.0
22.0,7.0,2.0,2.0,231.0,10.0,6.0,26.0,286.8881456769898,94.0,0.0,4.0,0.0,0.0,0.0,24.0,2.0
4.0,12.0,6.0,4.0,130.0,32.0,8.0,36.0,253.75123454971936,89.0,0.0,2.0,1.0,0.0,0.0,35.0,10.0
0.0,11.0,6.0,3.0,292.0,29.0,15.0,46.0,288.2444856559559,93.0,0.0,4.0,0.0,0.0,4.0,24.0,1.0
12.0,1.0,4.0,2.0,181.0,29.0,6.0,31.0,220.62139758868483,96.0,0.0,2.0,1.0,0.0,0.0,25.0,21.0
13.0,5.0,2.0,2.0,189.0,42.0,16.0,33.0,267.3734734948248,86.0,0.0,2.0,1.0,0.0,0.0,22.0,2.0
1.0,1.0,3.0,4.0,201.0,36.0,10.0,41.0,294.40755975360287,95.0,0.0,4.0,0.0,0.0,2.0,23.0,0.0
15.0,12.0,4.0,2.0,337.0,41.0,16.0,38.0,254.5558000401637,96.0,0.0,4.0,1.0,0.0,0.0,26.0,0.0
4.0,7.0,5.0,1.0,166.0,52.0,10.0,29.0,258.0007782163664,91.0,0.0,1.0,1.0,0.0,0.0,25.0,4.0
0.0,1.0,3.0,3.0,217.0,29.0,18.0,41.0,251.08257769048623,82.0,0.0,4.0,0.0,0.0,2.0,22.0,19.0
11.0,4.0,4.0,2.0,198.0,52.0,13.0,30.0,300.6802616036173,94.0,0.0,3.0,0.0,0.0,0.0,23.0,4.0
18.0,5.0,2.0,3.0,266.0,44.0,12.0,36.0,207.4636582805717,86.0,0.0,4.0,1.0,0.0,1.0,24.0,2.0
21.0,8.0,6.0,1.0,129.0,23.0,16.0,29.0,286.09343292694984,93.0,0.0,1.0,0.0,0.0,0.0,24.0,9.0
22.0,7.0,4.0,2.0,224.0,37.0,8.0,28.0,252.3648532478927,94.0,0.0,0.0,0.0,0.0,1.0,27.0,0.0
9.0,11.0,6.0,4.0,229.0,5.0,7.0,28.0,284.62769134851715,82.0,0.0,3.0,1.0,0.0,0.0,19.0,12.0
11.0,6.0,3.0,3.0,302.0,24.0,13.0,45.0,229.33680820317667,99.0,0.0,0.0,1.0,0.0,0.0,33.0,6.0
15.0,1.0,2.0,3.0,185.0,51.0,13.0,49.0,253.22641301315664,83.0,1.0,2.0,1.0,0.0,0.0,26.0,0.0
16.0,3.0,6.0,4.0,95.0,54.0,12.0,33.0,241.2425491551625,80.0,1.0,0.0,1.0,0.0,0.0,22.0,6.0
27.0,7.0,5.0,2.0,182.0,42.0,17.0,38.0,279.95976784327297,80.0,0.0,0.0,1.0,0.0,1.0,25.0,11.0
26.0,3.0,4.0,2.0,242.0,54.0,12.0,32.0,257.7463783158736,84.0,0.0,0.0,1.0,0.0,1.0,23.0,14.0
2.0,6.0,4.0,3.0,252.0,36.0,12.0,40.0,260.13613131146184,83.0,0.0,1.0,0.0,0.0,0.0,31.0,2.0
4.0,6.0,6.0,4.0,203.0,9.0,8.0,25.0,239.37971775656268,91.0,0.0,1.0,1.0,0.0,2.0,31.0,0.0
3.0,7.0,6.0,3.0,239.0,44.0,16.0,36.0,252.2544687411809,98.0,0.0,2.0,0.0,0.0,0.0,21.0,2.0
16.0,6.0,3.0,1.0,174.0,6.0,12.0,23.0,184.182612500147,98.0,0.0,0.0,1.0,0.0,2.0,28.0,8.0
11.0,8.0,3.0,2.0,293.0,47.0,14.0,34.0,231.5480407508216,84.0,0.0,0.0,0.0,0.0,0.0,27.0,6.0
22.0,4.0,5.0,3.0,200.0,7.0,10.0,41.0,303.2602942143369,93.0,0.0,2.0,0.0,0.0,0.0,34.0,10.0
3.0,2.0,2.0,1.0,163.0,26.0,17.0,36.0,273.2905511372841,83.0,0.0,1.0,1.0,0.0,0.0,30.0,4.0
16.0,5.0,6.0,4.0,118.0,11.0,8.0,37.0,297.2080700237631,80.0,0.0,4.0,1.0,0.0,1.0,25.0,2.0
10.0,9.0,4.0,4.0,205.0,37.0,10.0,30.0,268.088913874307,97.0,0.0,2.0,1.0,1.0,0.0,22.0,16.0
5.0,10.0,6.0,4.0,184.0,40.0,11.0,47.0,180.156053036698,87.0,1.0,1.0,1.0,0.0,0.0,31.0,8.0
3.0,8.0,3.0,3.0,234.0,19.0,22.0,37.0,294.7806523092494,95.0,0.0,3.0,0.0,0.0,1.0,30.0,3.0
12.0,3.0,3.0,1.0,230.0,22.0,10.0,39.0,220.9590635179761,96.0,0.0,1.0,1.0,0.0,1.0,27.0,4.0
19.0,1.0,2.0,1.0,273.0,37.0,11.0,38.0,237.25811587221315,89.0,1.0,4.0,1.0,0.0,0.0,28.0,4.0
17.0,2.0,2.0,3.0,204.0,19.0,17.0,45.0,215.7275968386673,92.0,0.0,3.0,1.0,0.0,0.0,26.0,5.0
16.0,2.0,4.0,4.0,103.0,35.0,17.0,18.0,194.125267076746,86.0,0.0,4.0,0.0,0.0,0.0,25.0,2.0
18.0,1.0,5.0,3.0,247.0,32.0,6.0,37.0,310.9254883368316,98.0,0.0,0.0,1.0,1.0,0.0,29.0,7.0
9.0,12.0,5.0,2.0,280.0,50.0,11.0,42.0,193.74079345451057,96.0,0.0,0.0,1.0,0.0,0.0,22.0,21.0
11.0,3.0,3.0,3.0,184.0,48.0,15.0,39.0,215.46439586322464,91.0,0.0,2.0,0.0,0.0,0.0,34.0,1.0
14.0,9.0,3.0,3.0,305.0,52.0,7.0,36.0,289.13545183956666,95.0,0.0,1.0,1.0,0.0,1.0,26.0,13.0
22.0,5.0,2.0,3.0,279.0,44.0,11.0,37.0,290.41763634245683,87.0,0.0,0.0,1.0,0.0,2.0,25.0,5.0
3.0,7.0,2.0,2.0,271.0,13.0,6.0,31.0,298.27417110560907,90.0,0.0,2.0,0.0,0.0,0.0,26.0,10.0
7.0,10.0,5.0,4.0,269.0,43.0,12.0,45.0,251.16040259538005,95.0,0.0,4.0,1.0,0.0,2.0,28.0,11.0
27.0,7.0,3.0,1.0,238.0,8.0,12.0,47.0,318.1274291684797,89.0,1.0,3.0,0.0,0.0,0.0,23.0,2.0
19.0,9.0,3.0,3.0,357.0,43.0,11.0,36.0,306.3617135555036,89.0,0.0,3.0,0.0,0.0,0.0,22.0,3.0
21.0,5.0,4.0,4.0,273.0,45.0,14.0,33.0,242.53636989837403,97.0,0.0,4.0,0.0,0.0,0.0,20.0,3.0
27.0,4.0,5.0,1.0,188.0,21.0,12.0,36.0,267.5649697817943,82.0,0.0,3.0,0.0,0.0,0.0,25.0,6.0
16.0,10.0,2.0,3.0,114.0,21.0,11.0,39.0,348.2746512402213,89.0,0.0,2.0,0.0,0.0,0.0,19.0,9.0
5.0,6.0,5.0,3.0,55.0,23.0,11.0,37.0,283.49228831048,94.0,0.0,2.0,1.0,0.0,0.0,24.0,4.0
4.0,9.0,2.0,1.0,283.0,36.0,9.0,36.0,246.74306768415727,84.0,0.0,1.0,1.0,0.0,0.0,28.0,5.0
13.0,1.0,2.0,2.0,208.0,31.0,7.0,26.0,239.90267040197608,87.0,0.0,1.0,1.0,0.0,1.0,29.0,18.0
1.0,12.0,5.0,2.0,150.0,25.0,13.0,48.0,220.9300585045067,98.0,0.0,0.0,0.0,0.0,2.0,24.0,9.0
28.0,10.0,3.0,1.0,220.0,41.0,14.0,35.0,281.84483250954,89.0,0.0,2.0,0.0,0.0,2.0,30.0,10.0
5.0,11.0,3.0,3.0,230.0,21.0,14.0,29.0,249.07117109355733,98.0,0.0,2.0,0.0,0.0,4.0,26.0,3.0
1.0,11.0,5.0,2.0,222.0,41.0,12.0,48.0,240.6790801604571,91.0,0.0,3.0,0.0,0.0,0.0,30.0,8.0
24.0,5.0,4.0,4.0,219.0,24.0,10.0,37.0,251.30159850581612,89.0,0.0,0.0,1.0,1.0,0.0,30.0,9.0
24.0,3.0,4.0,1.0,230.0,53.0,12.0,29.0,172.4814277861101,87.0,0.0,0.0,0.0,0.0,1.0,35.0,0.0
0.0,5.0,3.0,4.0,221.0,25.0,9.0,41.0,305.0593530715147,96.0,0.0,4.0,1.0,0.0,0.0,26.0,7.0
7.0,6.0,5.0,1.0,253.0,15.0,8.0,32.0,269.68395220864755,92.0,0.0,3.0,0.0,0.0,0.0,18.0,40.0
3.0,11.0,4.0,3.0,176.0,47.0,11.0,43.0,281.8607314889422,91.0,0.0,4.0,1.0,0.0,0.0,35.0,2.0
18.0,7.0,2.0,2.0,319.0,22.0,10.0,39.0,229.39414274746505,86.0,0.0,2.0,1.0,0.0,1.0,25.0,1.0
4.0,2.0,5.0,2.0,258.0,8.0,12.0,45.0,196.3809959321021,87.0,0.0,2.0,0.0,0.0,1.0,33.0,28.0
23.0,5.0,3.0,4.0,226.0,44.0,5.0,47.0,215.77328971943973,88.0,0.0,4.0,1.0,0.0,0.0,19.0,2.0
15.0,9.0,5.0,2.0,196.0,54.0,15.0,40.0,270.81537238554773,83.0,0.0,0.0,0.0,0.0,0.0,25.0,33.0
21.0,5.0,4.0,4.0,316.0,6.0,5.0,40.0,308.57849720220634,80.0,0.0,3.0,0.0,0.0,1.0,22.0,12.0
17.0,9.0,5.0,4.0,308.0,9.0,16.0,31.0,308.8805307320904,96.0,0.0,4.0,0.0,1.0,0.0,23.0,7.0
28.0,5.0,6.0,2.0,363.0,40.0,15.0,39.0,323.193267333423,98.0,0.0,4.0,0.0,0.0,0.0,29.0,4.0
2.0,1.0,6.0,4.0,253.0,50.0,10.0,39.0,243.5231263708953,85.0,0.0,2.0,1.0,0.0,8.0,17.0,5.0
17.0,7.0,5.0,3.0,131.0,11.0,8.0,48.0,250.79270534644377,98.0,0.0,1.0,1.0,0.0,0.0,32.0,5.0
3.0,2.0,3.0,4.0,267.0,5.0,15.0,29.0,308.3052788804412,91.0,0.0,2.0,0.0,0.0,0.0,30.0,7.0
18.0,8.0,3.0,1.0,113.0,35.0,8.0,37.0,258.4155820469212,92.0,0.0,2.0,1.0,0.0,0.0,25.0,11.0
8.0,7.0,4.0,1.0,158.0,34.0,7.0,32.0,232.8703870079597,95.0,0.0,2.0,1.0,0.0,0.0,22.0,7.0
4.0,11.0,5.0,4.0,215.0,17.0,13.0,33.0,283.1990103544861,84.0,0.0,3.0,0.0,0.0,8.0,30.0,16.0
3.0,5.0,5.0,4.0,237.0,37.0,18.0,41.0,317.36889868345804,98.0,0.0,0.0,0.0,0.0,0.0,28.0,10.0
9.0,1.0,3.0,3.0,354.0,15.0,12.0,24.0,295.34484178710363,87.0,0.0,2.0,1.0,0.0,4.0,27.0,1.0
8.0,7.0,6.0,4.0,234.0,16.0,9.0,36.0,288.3699383314864,85.0,0.0,1.0,0.0,0.0,1.0,27.0,5.0
15.0,10.0,2.0,2.0,241.0,33.0,4.0,38.0,312.3063828500591,96.0,0.0,3.0,0.0,0.0,0.0,23.0,7.0
21.0,10.0,2.0,1.0,167.0,31.0,14.0,32.0,211.90358284906435,84.0,0.0,0.0,0.0,0.0,8.0,30.0,2.0
5.0,3.0,4.0,4.0,184.0,54.0,13.0,35.0,251.8049783466432,89.0,0.0,0.0,0.0,0.0,0.0,32.0,1.0
10.0,12.0,4.0,3.0,118.0,18.0,10.0,35.0,289.94468514119296,100.0,0.0,2.0,0.0,0.0,0.0,30.0,2.0
27.0,5.0,5.0,3.0,238.0,31.0,16.0,32.0,302.33470444178306,96.0,0.0,4.0,0.0,0.0,0.0,22.0,3.0
22.0,9.0,2.0,3.0,253.0,5.0,15.0,50.0,296.7922540973516,87.0,0.0,2.0,1.0,0.0,0.0,29.0,1.0
11.0,3.0,2.0,3.0,246.0,29.0,3.0,46.0,300.6607078057307,93.0,0.0,4.0,1.0,0.0,0.0,20.0,15.0
14.0,5.0,4.0,4.0,169.0,9.0,14.0,39.0,331.59657810573003,82.0,0.0,3.0,0.0,0.0,1.0,33.0,4.0
6.0,2.0,2.0,1.0,149.0,17.0,11.0,38.0,374.43599393168137,99.0,0.0,1.0,1.0,0.0,0.0,21.0,21.0
24.0,8.0,4.0,2.0,338.0,9.0,11.0,45.0,278.34487671794125,90.0,0.0,0.0,1.0,0.0,0.0,22.0,4.0
21.0,12.0,2.0,1.0,216.0,38.0,14.0,39.0,296.6882033972738,85.0,0.0,1.0,0.0,0.0,2.0,26.0,3.0
17.0,7.0,2.0,1.0,163.0,52.0,12.0,23.0,333.5314391880565,86.0,0.0,1.0,1.0,0.0,0.0,30.0,3.0
21.0,5.0,5.0,3.0,257.0,11.0,16.0,38.0,266.609300900628,90.0,0.0,0.0,1.0,0.0,0.0,24.0,4.0
14.0,8.0,5.0,3.0,135.0,13.0,13.0,32.0,277.88050745759466,82.0,0.0,2.0,1.0,0.0,0.0,19.0,4.0
7.0,9.0,2.0,3.0,222.0,38.0,9.0,28.0,219.63077666285804,87.0,0.0,0.0,1.0,0.0,0.0,28.0,0.0
21.0,8.0,5.0,1.0,249.0,32.0,6.0,43.0,294.6382812103963,90.0,0.0,4.0,1.0,1.0,1.0,18.0,8.0
8.0,1.0,4.0,4.0,233.0,6.0,12.0,28.0,267.27420675623057,97.0,1.0,0.0,1.0,0.0,2.0,25.0,0.0
14.0,8.0,6.0,3.0,219.0,54.0,13.0,34.0,280.70249374973054,96.0,1.0,1.0,1.0,0.0,0.0,25.0,11.0
15.0,7.0,4.0,3.0,192.0,32.0,14.0,40.0,268.9725891905731,80.0,1.0,3.0,0.0,0.0,5.0,29.0,9.0
19.0,1.0,5.0,2.0,219.0,49.0,5.0,35.0,188.16022315333464,93.0,0.0,4.0,0.0,1.0,0.0,20.0,22.0
2.0,8.0,3.0,4.0,313.0,42.0,10.0,28.0,272.4871342880097,96.0,0.0,3.0,1.0,0.0,5.0,29.0,12.0
26.0,4.0,2.0,3.0,176.0,8.0,20.0,32.0,258.0362150088405,88.0,0.0,0.0,1.0,0.0,5.0,18.0,3.0
2.0,11.0,5.0,2.0,96.0,6.0,16.0,25.0,265.5043163242939,99.0,0.0,4.0,1.0,1.0,0.0,30.0,0.0
26.0,8.0,5.0,1.0,342.0,42.0,6.0,30.0,231.1511097103452,96.0,0.0,2.0,1.0,0.0,2.0,22.0,4.0
27.0,2.0,4.0,2.0,210.0,49.0,16.0,36.0,251.51776319373204,94.0,0.0,0.0,1.0,0.0,0.0,32.0,1.0
1.0,3.0,2.0,4.0,244.0,37.0,11.0,34.0,270.81537238554773,88.0,0.0,1.0,1.0,0.0,1.0,31.0,9.0
21.0,6.0,3.0,4.0,342.0,24.0,9.0,36.0,250.33462419936652,90.0,0.0,2.0,0.0,0.0,0.0,27.0,5.0
25.0,5.0,6.0,4.0,237.0,45.0,12.0,35.0,241.0050337177396,94.0,0.0,4.0,1.0,0.0,0.0,18.0,18.0
11.0,12.0,6.0,3.0,269.0,24.0,20.0,33.0,219.5360471822599,95.0,0.0,4.0,1.0,0.0,0.0,23.0,9.0
23.0,5.0,2.0,2.0,231.0,27.0,11.0,35.0,247.1082520069585,90.0,0.0,4.0,0.0,0.0,0.0,23.0,0.0
8.0,7.0,4.0,4.0,166.0,48.0,9.0,38.0,320.49700168118426,82.0,0.0,4.0,0.0,0.0,1.0,33.0,1.0
18.0,10.0,3.0,2.0,126.0,9.0,16.0,32.0,308.6076204503674,95.0,0.0,0.0,1.0,0.0,0.0,21.0,7.0
11.0,9.0,5.0,3.0,271.0,34.0,13.0,31.0,220.69076542500096,80.0,0.0,2.0,1.0,0.0,0.0,29.0,1.0
25.0,3.0,3.0,4.0,258.0,42.0,16.0,28.0,266.211974808996,88.0,0.0,2.0,1.0,0.0,0.0,35.0,5.0
22.0,3.0,2.0,1.0,224.0,42.0,15.0,36.0,264.8932314823937,92.0,0.0,3.0,1.0,0.0,1.0,24.0,0.0
24.0,7.0,3.0,3.0,215.0,21.0,8.0,35.0,319.8639593241489,89.0,0.0,0.0,1.0,0.0,2.0,22.0,1.0
24.0,8.0,2.0,2.0,247.0,31.0,8.0,35.0,235.18036269742004,82.0,0.0,2.0,1.0,0.0,2.0,26.0,10.0
22.0,5.0,3.0,4.0,197.0,22.0,20.0,45.0,242.14108801975317,94.0,0.0,3.0,0.0,0.0,1.0,31.0,6.0
9.0,8.0,4.0,4.0,220.0,27.0,16.0,38.0,249.18814408151843,93.0,0.0,3.0,1.0,1.0,0.0,24.0,1.0
3.0,11.0,4.0,3.0,315.0,48.0,12.0,28.0,163.37347702690454,87.0,1.0,2.0,1.0,0.0,0.0,28.0,9.0
28.0,11.0,6.0,4.0,257.0,13.0,15.0,34.0,267.04793493761014,95.0,0.0,1.0,1.0,0.0,0.0,31.0,4.0
21.0,3.0,6.0,1.0,180.0,51.0,12.0,31.0,311.90030811968074,96.0,0.0,2.0,1.0,0.0,1.0,32.0,2.0
10.0,12.0,2.0,4.0,248.0,6.0,6.0,37.0,315.39775347442765,94.0,0.0,1.0,1.0,0.0,1.0,24.0,6.0
21.0,6.0,6.0,1.0,114.0,35.0,19.0,39.0,335.616632802209,91.0,0.0,2.0,1.0,1.0,2.0,26.0,9.0
5.0,5.0,4.0,2.0,249.0,36.0,3.0,49.0,239.87557633153892,90.0,0.0,1.0,1.0,0.0,0.0,30.0,0.0
14.0,1.0,5.0,1.0,340.0,21.0,17.0,40.0,278.08282241749737,83.0,0.0,1.0,0.0,0.0,0.0,19.0,13.0
22.0,12.0,6.0,1.0,357.0,46.0,11.0,41.0,319.77889366641705,90.0,0.0,1.0,1.0,0.0,0.0,30.0,1.0
21.0,2.0,5.0,4.0,272.0,10.0,13.0,31.0,257.0704328678754,94.0,0.0,0.0,1.0,0.0,0.0,26.0,1.0
2.0,12.0,4.0,3.0,148.0,23.0,15.0,34.0,304.95007008518155,97.0,0.0,4.0,1.0,0.0,0.0,25.0,11.0
26.0,1.0,2.0,4.0,124.0,19.0,8.0,44.0,204.46868091061967,93.0,0.0,1.0,1.0,0.0,0.0,26.0,7.0
27.0,12.0,2.0,2.0,179.0,43.0,11.0,27.0,277.2290658440373,87.0,0.0,2.0,0.0,0.0,0.0,18.0,4.0
4.0,3.0,5.0,1.0,224.0,45.0,14.0,34.0,281.7084813438038,86.0,0.0,4.0,0.0,0.0,0.0,30.0,0.0
28.0,3.0,6.0,2.0,254.0,8.0,7.0,31.0,316.9402747594987,99.0,0.0,0.0,1.0,0.0,0.0,29.0,1.0
10.0,8.0,4.0,2.0,192.0,37.0,12.0,31.0,266.1810166108766,82.0,0.0,0.0,0.0,0.0,0.0,27.0,1.0
20.0,6.0,2.0,4.0,244.0,43.0,6.0,33.0,296.5710348254169,82.0,0.0,4.0,0.0,0.0,0.0,31.0,5.0
11.0,12.0,6.0,4.0,175.0,31.0,7.0,38.0,270.3701101396041,85.0,0.0,3.0,1.0,0.0,4.0,21.0,8.0
25.0,2.0,4.0,3.0,230.0,52.0,13.0,40.0,275.01599277274283,81.0,0.0,3.0,1.0,0.0,1.0,25.0,1.0
2.0,6.0,2.0,4.0,273.0,7.0,9.0,41.0,253.52441816432304,90.0,0.0,1.0,0.0,0.0,1.0,30.0,4.0
8.0,7.0,2.0,1.0,217.0,6.0,9.0,40.0,296.8099733875946,85.0,0.0,2.0,0.0,0.0,2.0,29.0,4.0
5.0,8.0,3.0,4.0,348.0,5.0,9.0,40.0,337.48082463157056,96.0,0.0,2.0,0.0,0.0,0.0,34.0,3.0
5.0,9.0,6.0,3.0,227.0,19.0,16.0,30.0,300.53334309177666,89.0,0.0,3.0,1.0,0.0,0.0,24.0,5.0
7.0,3.0,3.0,1.0,167.0,5.0,15.0,49.0,295.7201185931755,88.0,0.0,4.0,0.0,0.0,1.0,24.0,4.0
24.0,1.0,4.0,1.0,179.0,17.0,9.0,32.0,212.1407713807657,89.0,0.0,0.0,0.0,0.0,0.0,31.0,4.0
7.0,9.0,5.0,2.0,302.0,16.0,6.0,34.0,295.5755746584426,81.0,0.0,4.0,1.0,0.0,0.0,24.0,1.0
21.0,3.0,6.0,1.0,249.0,22.0,14.0,29.0,230.63653297006272,99.0,0.0,4.0,0.0,0.0,2.0,24.0,25.0
17.0,5.0,2.0,1.0,189.0,49.0,15.0,36.0,243.26594372487216,82.0,0.0,3.0,0.0,0.0,1.0,23.0,1.0
24.0,12.0,3.0,1.0,132.0,11.0,14.0,37.0,259.2302437965789,93.0,0.0,1.0,1.0,0.0,0.0,26.0,1.0
7.0,8.0,5.0,1.0,261.0,23.0,18.0,35.0,267.8590854708303,80.0,0.0,0.0,0.0,0.0,5.0,24.0,5.0
28.0,9.0,5.0,3.0,188.0,38.0,17.0,33.0,278.57657725637665,98.0,0.0,1.0,1.0,0.0,2.0,25.0,2.0
17.0,11.0,5.0,2.0,342.0,50.0,4.0,34.0,229.9800153294368,87.0,0.0,4.0,1.0,0.0,0.0,27.0,18.0
12.0,10.0,5.0,2.0,265.0,38.0,18.0,31.0,237.56201919216653,98.0,0.0,1.0,1.0,0.0,2.0,33.0,6.0
5.0,5.0,5.0,1.0,104.0,9.0,11.0,40.0,261.5210856704739,82.0,0.0,3.0,0.0,0.0,0.0,31.0,8.0
0.0,6.0,6.0,3.0,164.0,18.0,12.0,32.0,263.6487033148806,83.0,0.0,1.0,1.0,0.0,0.0,17.0,6.0
6.0,6.0,4.0,3.0,247.0,33.0,12.0,33.0,282.85067056766263,82.0,0.0,3.0,0.0,0.0,0.0,20.0,1.0
0.0,9.0,4.0,1.0,220.0,28.0,15.0,36.0,290.8152631732189,99.0,0.0,1.0,0.0,0.0,2.0,26.0,0.0
14.0,10.0,5.0,4.0,178.0,15.0,13.0,32.0,237.44821753025516,94.0,0.0,2.0,1.0,0.0,2.0,31.0,4.0
5.0,4.0,5.0,1.0,185.0,26.0,5.0,42.0,318.3934984348307,93.0,0.0,2.0,1.0,1.0,0.0,27.0,1.0
11.0,5.0,2.0,4.0,252.0,15.0,6.0,45.0,306.79863521030296,96.0,0.0,4.0,1.0,0.0,0.0,29.0,7.0
25.0,12.0,6.0,3.0,314.0,25.0,20.0,41.0,267.82363325425564,92.0,0.0,2.0,0.0,0.0,0.0,31.0,7.0
21.0,8.0,6.0,4.0,210.0,8.0,17.0,40.0,219.23376810105424,88.0,0.0,0.0,1.0,0.0,8.0,22.0,3.0
19.0,8.0,2.0,3.0,248.0,48.0,10.0,33.0,244.44082315917885,98.0,0.0,1.0,1.0,0.0,0.0,29.0,12.0
13.0,11.0,3.0,4.0,105.0,46.0,5.0,33.0,273.4228098160476,100.0,0.0,2.0,0.0,0.0,1.0,27.0,1.0
27.0,12.0,4.0,1.0,322.0,21.0,15.0,30.0,270.81537238554773,89.0,0.0,0.0,1.0,0.0,0.0,25.0,2.0
14.0,6.0,2.0,1.0,240.0,15.0,12.0,32.0,378.1863177103666,95.0,0.0,2.0,1.0,0.0,1.0,22.0,3.0
16.0,2.0,3.0,4.0,242.0,38.0,23.0,39.0,218.9543216101108,91.0,0.0,4.0,1.0,0.0,0.0,32.0,4.0
4.0,3.0,2.0,4.0,119.0,6.0,13.0,25.0,320.8274754209376,82.0,0.0,2.0,0.0,0.0,2.0,24.0,5.0
23.0,8.0,3.0,4.0,219.0,49.0,5.0,28.0,242.14294076443852,81.0,0.0,2.0,1.0,0.0,0.0,24.0,4.0
9.0,9.0,4.0,3.0,195.0,17.0,9.0,24.0,289.7298711788297,100.0,0.0,2.0,0.0,0.0,5.0,28.0,1.0
8.0,6.0,4.0,2.0,219.0,21.0,11.0,39.0,326.8371026122714,85.0,0.0,4.0,0.0,0.0,1.0,19.0,5.0
8.0,4.0,4.0,3.0,261.0,29.0,9.0,42.0,289.45388967071113,94.0,0.0,0.0,0.0,0.0,1.0,27.0,0.0
7.0,4.0,2.0,2.0,198.0,25.0,15.0,39.0,183.42566196659067,82.0,0.0,0.0,1.0,0.0,8.0,24.0,2.0
2.0,3.0,6.0,1.0,257.0,37.0,18.0,47.0,339.23301532238327,98.0,0.0,4.0,0.0,0.0,0.0,26.0,23.0
0.0,3.0,6.0,4.0,246.0,26.0,8.0,41.0,324.431083080275,82.0,0.0,4.0,1.0,0.0,0.0,32.0,11.0
24.0,1.0,4.0,3.0,252.0,15.0,16.0,39.0,225.9378517082092,82.0,0.0,0.0,1.0,0.0,0.0,21.0,8.0
19.0,4.0,6.0,1.0,187.0,33.0,18.0,37.0,235.7036031293728,89.0,0.0,1.0,0.0,0.0,0.0,26.0,4.0
4.0,3.0,5.0,4.0,134.0,25.0,16.0,40.0,305.58753539248954,89.0,0.0,2.0,0.0,0.0,5.0,29.0,3.0
3.0,6.0,3.0,1.0,247.0,52.0,5.0,33.0,182.7737340169053,90.0,0.0,2.0,1.0,0.0,0.0,25.0,3.0
24.0,1.0,2.0,4.0,154.0,19.0,16.0,34.0,215.3629427060484,96.0,0.0,2.0,0.0,1.0,0.0,34.0,6.0
22.0,10.0,3.0,3.0,207.0,35.0,9.0,40.0,274.97444208952555,100.0,1.0,2.0,0.0,0.0,0.0,28.0,9.0
23.0,7.0,5.0,2.0,188.0,46.0,10.0,39.0,288.9058990624446,94.0,0.0,4.0,0.0,0.0,0.0,14.0,20.0
18.0,4.0,3.0,2.0,177.0,54.0,14.0,30.0,286.2030386751968,96.0,0.0,1.0,0.0,0.0,1.0,27.0,11.0
14.0,5.0,4.0,1.0,321.0,53.0,15.0,43.0,280.1874896949645,93.0,0.0,3.0,1.0,1.0,0.0,19.0,16.0
